4030234,"Levin, Bryna","Big Pile, The (1985)","Yuppie Girl",7
4030646,"Levy, Barbie","Big Pile, The (1985)","Dotie Fields",1
4030662,"Levy, Deena","Beer (1985)","Make Up Girl",26
4031455,"Lewis, Judy (I)","General Hospital","Barbara Vining (1975-1976, 1978)",5
4031615,"Lewis, Louise (II)","General Hospital","Mrs. Taylor (1992)",5
4031669,"Lewis, Melanie (II)","Gigli (2003)","Beach Dancer",37
4032066,"Lewis, Vera","Torchy Plays with Dynamite (1939)","Landlady",-1
4032323,"Leyva, Mery","Monosabio, El (1977)","Rafa's mother",17
4032682,"Li Chi, Nina","Ghost in the House (1988)","The friendly ghost",3
4032712,"Li Chi, Nina","Jin ye bu she fang","Guest",-1
4032733,"Li, Bin (I)","Shadow Magic (2000)","Empress Ci Xi",13
4032915,"Li, Pat","General Hospital","Noriko (1992)",5
4033040,"Liao, Joanna","Egoists, The (2003)","Byron Bradley's Assistant",15
4033905,"Lifthiz, Aliza","Vida total","Health Reporter",-1
4022266,"Legrand, Annie","À la vitesse d'un cheval au galop (1992)","La directrice des Eglantines",44
4022489,"Legrá, Adela","Brigadista, El (1977)","",-1
4022706,"Lehmann, Edie","General Hospital","Katherine Delafield (1989-1990)",5
4022707,"Lehmann, Eva (I)","Marocain (1989) (TV)","Malika",-1
4511416,"von Porembsky, Alexa","Taxi-Gattin (1950)","",8
4022756,"Lehner, Helga","Go-Go-Girl vom Blow Up, Das (1969)","",11
4022799,"Lehou, Katerina","Eglimata","",-1
4022969,"Lei, Leanni","Cumback Pussy 21 (1999) (V)","",-1
4035336,"Linares, Antoñita","Monosabio, El (1977)","Antoñita",3
4035442,"Lincoln, Caryl","Man from New Mexico, The (1932)","Sally Langton",2
4035821,"Lindau, Lisl","Noor pensionär (1972) (TV)","Employment officer",-1
4036152,"Lindell, Johanna","Prins hatt under jorden (1980)","Child",11
4036650,"Lindfors, Viveca","Maria på Kvarngården (1945)","Maria",1
4036740,"Lindgren, Lisa (I)","General Hospital","Kathy Summers (1980)",5
4036916,"Lindley, Audra","Edge of Night, The","Barbara Barnett (1962)",11
4037003,"Lindner, Marianne","Tatort - Schlußverkauf (1978) (TV)","Elsa Rothermund",-1
4037143,"Lindorff, Lone","Ta' det som en mand, frue! (1975)","Ellens kollega på kontoret",10
4037271,"Lindroth, Helen","Under a Flag of Truce (1912)","",5
4038023,"Liné, Helga","Verano azul","Luisa",13
4038804,"Lisa, Mona (I)","To Please One Woman (1920)","Leila",5
4040214,"Little, Joyce","Making of a Male Model (1983) (TV)","Isabella",-1
4040440,"Littleton, Twyla","Making of a Male Model (1983) (TV)","Amanda",-1
4040751,"Liubomirova, Dobrina","Valentina","Debora",-1
4040932,"Liviakis, Vicki","Day & Date","Host",4
4041039,"Livingston, Natalia","General Hospital","Emily Bowen Quartermaine #2 (2003-present)",5
4041076,"Livingstone, Laura","Yeomen of the Guard, The (1978) (TV)","Elsie Maynard",2
4041238,"Lizaran, Anna","Telaraña, La (1990)","",-1
4041510,"Llausás, Leonor","Amantes frios, Los (1978)","Mujer III (segment ""Los Amantes frios"")",28
4041567,"Llausás, Leonor","Veneno para las hadas (1984)","La Bruja",3
4041924,"Lloyd, Doris","Old English (1930)","Mrs. Rosamund Larne",2
4042708,"Lloyd, Rita","Edge of Night, The","Toby Marshall (1962-1963)/Jessica Webster (1967)",11
4042799,"Lloyd, Susan","Ned Kelly (1970)","Kate Kelly",18
4042593,"Lockhart, June","General Hospital","Maria Ramirez (1984-1986, 1988, 1990-1992, 1998)",5
4043400,"Lockwood, Margaret","Quiet Wedding (1941)","Janet Royd",1
4043659,"Loe, Judy (I)","General Hospital","Dr. Helen Sanders",-1
4044604,"Lohr, Vera","Tatort - Rattenlinie (2000) (TV)","",17
4044702,"Loiselle, Hélène","Sous les draps, les étoiles (1989)","",-1
4044763,"Lojodice, Giuliana","Riusciranno i nostri eroi a ritrovare l'amico misteriosamente scomparso in Africa? (1968)","Marisa Sabatini",7
4044922,"Lolita (IV)","Kühne Schwimmer, Der (1957)","Singer",12
4045034,"Lollobrigida, Gina","Solomon and Sheba (1959)","Sheba",2
4045043,"Lollobrigida, Gina","Vita da cani (1950)","Margherita",2
4045266,"Lombard, Inez","Overboard (1978) (TV)","Tiari",-1
4045639,"Lommel, Ruth","Maulkorb, Der (1958)","",-1
4045646,"Lommel, Ruth","Taxi-Gattin (1950)","",7
4046187,"Long, Alexi","Ned Kelly (1970)","Grace Kelly",17
4046379,"Long, Brandy","Not Tonight Henry (1961)","Lucrezia Borgia",3
4046381,"Long, Brooke","Gigli (2003)","Beach Dancer",38
4034160,"Likhobabina, N.","Ya shagayu po Moskve (1963)","",-1
4034331,"Lillesøe, Britta","Ta' det som en mand, frue! (1975)","",30
4034827,"Limburg, Olga","Tänzer meiner Frau, Der (1925)","",8
4034984,"Lin, Brigitte","Jin ye bu she fang","Guest",-1
4035054,"Lin, Feng-Jiao","You jian chin tian (1981)","Fang Yi-Ting",1
4035071,"Lin, Jennifer","Lei ting zhan jing (2000)","Jennifer",10
4035202,"Lin, Ruby","Lei ting zhan jing (2000)","Ruby Lin",6
4035235,"Lina (II)","Casting de maduras (2001) (V)","",3
4049082,"Loren, Trinity","Transaction (1986) (V)","",-1
4049236,"Lorente, Lydie","À la vitesse d'un cheval au galop (1992)","Enfant",37
4049259,"Lorentowicz, Malgorzata","Weryfikacja (1987)","",11
4049276,"Lorenz, Christa","Es geht seinen Gang oder Mühen in unserer Ebene (1981) (TV)","Richterin",-1
4050092,"Lorring, Lotte","Provinzonkel, Der (1926)","",-1
4050942,"Loughlin, Lori","Edge of Night, The","Jody Travis #1 (1980-1983)",11
4051500,"Louwaard, Brechtje","Cowboy uit Iran (1999) (TV)","",-1
4051576,"Love, Alyssa","Terminal Case of Love (1998) (V)","",-1
4052820,"Lowe, Jane","Young Sherlock: The Mystery of the Manor House","Mrs. Cunliffe",-1
4053722,"Lu, Liping","Shadow Magic (2000)","Madame Ren",5
4053940,"Luber, Ursula","Meister Eder und sein Pumuckl","Frau Reinicke",-1
4054015,"Lubosch, Ute","Tatort - Kindstod (2001) (TV)","Dr. Hildebrandt",7
4054923,"Ludlow, Nellie","Boys of St. Vincent, The (1992) (TV)","Donating Woman",35
4055157,"Luft, Lorna","I Could Go on Singing (1963)","Extra on boat",-1
4055487,"Lukaszewicz, Karolina","Farba (1998)","Celina",4
4056735,"Lund, Deanna","General Hospital","Peggy Lowell (1976)",5
4056904,"Lundberg, Greta","Hemliga Svensson (1933)","Waitress on boat",-1
4057065,"Lundi, Monika","Go-Go-Girl vom Blow Up, Das (1969)","",16
4057428,"Lustigova, Petra","Waterloo po cesku (2002)","Majka",12
4058296,"Lyel, Viola","Quiet Wedding (1941)","",-1
4058492,"Lyman, Dorothy","Edge of Night, The","Elly Jo Jameson (1972-1973)",11
4058969,"Lynde, Janice","General Hospital","Gloria #3 (1990)",5
4059378,"Lynn, Barbara (I)","Tall, Dark and Handsome (1941)","",-1
4059510,"Lynn, Dani","Patty (1962)","Patty",3
4059697,"Lynn, Jennifer (I)","Trials of Life (1997) (TV)","Robin",14
4059757,"Lynn, Krysti (I)","Other Side of Chelsea, The (1993) (V)","",-1
4059841,"Lynn, Mercedes","Hard to Thrill (1991) (V)","",-1
4059997,"Lynn, Nikki (I)","Terminal Case of Love (1998) (V)","",-1
4060176,"Lynn, Porsche","Tortured Passions (1994) (V)","",-1
4060523,"Lynne, Ethel","Her Friend, the Doctor (1916)","",5
4060672,"Lynwood, Ardda","Who Killed Doc Robbin? (1948)","Ardda",4
4060680,"Lynx, Chelsea","Other Side of Chelsea, The (1993) (V)","",-1
4060721,"Lyon, Lisa","Trois couronnes du matelot, Les (1983)","Mathilde",5
4060736,"Lyon, Priscilla","Our Gang Follies of 1936 (1935)","",-1
4060934,"Lyons, Jenny","Edge of Night, The","Sarah Albright (1979)",11
4061037,"Lyons, Tina","Big Pile, The (1985)","Mona",25
4062637,"López, Paca","Caja 507, La (2002)","Funcionaria",30
4062680,"López, Pilar (III)","Caja 507, La (2002)","Giannina",21
4063052,"Lösch, Erika","Komischer Heiliger, Ein (1979)","",9
4046455,"Long, Joyce","Platoon Leader (1988)","Mother With Child",18
4047071,"Longstreth, Emily","Flying Blind (1990) (TV)","Ramona",2
4047361,"Loos, Anna (II)","Tatort - Willkommen in Köln (1997) (TV)","Lissy",5
4047738,"Lopez, Jennifer (I)","Gigli (2003)","Ricki",8
4048109,"Lorane, Mireille","Valet maître, Le (1941)","",-1
4048192,"Lord, Justine","Fiction Makers, The (1968)","Galaxy Rose",3
4048216,"Lord, Lisa","General Hospital","Antoinette (1996)",5
4048544,"Lords, Traci","Laser Moon (1993)","Barbara Fleck",1
4048869,"Loren, Trinity","Best of Breasts 3 (1995) (V)","",-1
4049000,"Loren, Trinity","Leave It to Cleavage 2 (1989)","",-1
4064997,"Machalissa, Birgit","Tatort - Feuerwerk für eine Leiche (1988) (TV)","Herta Fischer",6
4065011,"Machavariani, N.","Chirveuli mezoblebi (1945)","",-1
4065519,"Mack, Marion","Voice of Hollywood No. 3, The (1929)","Herself",-1
4065623,"Mackasey, Susan","Boys of St. Vincent, The (1992) (TV)","Nurse",34
4065739,"MacKellar, Helen","Valley of the Giants (1938)","Mrs. Lorimer",15
4066618,"MacMahon, Aline","I Could Go on Singing (1963)","Ida",4
4067224,"MacRae, Elizabeth","General Hospital","Med Bentley #2 (1969-1970, 1972-1973)",5
4067305,"MacRae, Sheila","General Hospital","Madelyn Richmond (1991)",5
4067903,"Madhoo","Return of Jewel Thief (1996)","Madhoo",-1
4068976,"Mafalda, Eloísa","Grande Família, A","Nenê",-1
4069125,"Magagnoli, Gigi","Edge of Night, The","Cheri Colton (1962)",11
4069239,"Magalhães, Yoná","Semideus, O","Adriana",-1
4070275,"Mahler, Margot","Tatort - 3:0 für Veigl (1974) (TV)","Lisa",22
4070294,"Mahler, Margot","Meister Eder und sein Pumuckl","Haushälterin im Schloss",-1
4070584,"Maia, Cinira","Palácio de Vênus (1980)","",-1
4070597,"Maia, Leonor","Pai Tirano, O (1941)","Tatão",3
4071573,"Maimu, Lene","Ta' det som en mand, frue! (1975)","Demonstratør af skønhedsmiddel",14
4072096,"Majani, Sandra","Parfum d'Yvonne, Le (1994)","Yvonne Jacquet",3
4072293,"Majorova, Yelena","34-j skoryj (1981)","",2
4073358,"Malcolm, Robyn","Intrepid Journeys","Herself (Host)",2
4073450,"Maldonado, Norma","Gun, a Car, a Blonde, A (1997)","Adele/Bunny",4
4073455,"Maldonado, Norma","General Hospital","Marina Rojas (1994-1995)",5
4074106,"Malini, Hema","Ratnadeep (1979)","",-1
4074144,"Malinka, Ingrid","Tatort - Feuerwerk für eine Leiche (1988) (TV)","",23
4074632,"Malle, Anna","Southern Comfort (1995) (V)","",-1
4075072,"Malmlöf, Wilma","Ingen mans kvinna (1953)","Woman at Henriksson's",-1
4075361,"Malone, Maeve","Deadlock: A Passion for Murder (1997)","Cop #1",11
4076037,"Malyon, Eily","Melody Lingers On, The (1935)","Sister Maria",16
4076060,"Malyon, Eily","Three Men on a Horse (1936)","Miss Burns, a Nurse",14
4076434,"Manchise, Tina","Chickboxin Underground (1999)","Monica Kane",4
4076591,"Mancini, Carla","Mondo candido (1975)","",11
4076798,"Mandakini","Naag Nagin (1989)","",-1
4076837,"Mandan, Cynthia","Ángeles de Puebla, Los (1968)","Laura",8
4077088,"Mane, Iro","Eglimata","Flora Prosoutsani-Mitropoulou",4
4077458,"Mangold, Erni","Maulkorb, Der (1958)","Gutsituierte dame",13
4077462,"Mangold, Erni","Tatort - Mord im Ministerium (1974) (TV)","Kora Wiesiewicz",-1
4077959,"Mann, Etta Reese","Edge of Night, The","Iris Schultz (1961)",11
4078366,"Manners, Missy","Behind the Green Door, the Sequel (1986)","",1
4063068,"Lössl, Claudia","Tatort - Der Fremdwohner (2002) (TV)","Claudia Ruhland",8
4063292,"Lúcia, Vera (I)","Palácio de Vênus (1980)","",-1
4063422,"M-G-M Dancing Girls","Big Idea, The (1934)","Themselves",9
4063831,"Macaria","Vamos juntos","María Elena",-1
4064308,"MacDonald, Susan (I)","Edge of Night, The","Jinx Avery Mallory #2 (1981-1982)",11
4064391,"MacDowell, Andie","Unstrung Heroes (1995)","Selma Lidz",1
4064528,"Macedo, Rita (I)","Veneno para las hadas (1984)","Jaime's Grandmother",-1
4064802,"MacGraw, Ali","Lovely Way to Die, A (1968)","Melody",28
4064907,"Machado, Djenane","Grande Família, A","Bebel",-1
4081865,"March, Kendall","Edge of Night, The","Tracy Carroll",11
4082030,"Marchand, Corinne","Parfum d'Yvonne, Le (1994)","Tilleuls Patron",6
4082145,"Marchand, Nancy","Edge of Night, The","Edna Mae Carroll (1962)/Judge Barbara Curtis (1970)",11
4082457,"Marcil, Vanessa","General Hospital","Brenda Barrett Jacks Morgan (1992-1998, 2000, 2002-2003)",5
4083760,"Margrethe II","Dronningens nytårstale (1999) (TV)","Herself",-1
4083793,"Margrethe II","Kongelig familie, En","Herself",-1
4084101,"Maria, Graça","Pai Tirano, O (1941)","Gracinha",4
4084226,"Maria, Nívea","Semideus, O","Soninha",-1
4084441,"Mariani, Carolyn","Egoists, The (2003)","Girl on Treadmill",22
4084898,"Marie, Lisa (III)","General Hospital","Jennifer Smith #1 (1980)",5
4084955,"Marie, Madeleine","À la vitesse d'un cheval au galop (1992)","Marie Cadeau",13
4085051,"Marie-France (III)","Go-Go-Girl vom Blow Up, Das (1969)","",9
4086046,"Mariscal, Lucila","Valentina","",-1
4086049,"Mariscal, Rosa","Agujetas en el alma (1998)","Actriz casting",50
4086720,"Markham, Marcella","General Hospital","Beatrice LeSeur (1984)",5
4088384,"Marque, Susan","General Hospital","Various",-1
4088702,"Marqués, María Elena","Ángeles de Puebla, Los (1968)","Angelica Torres Aranda",4
4089397,"Marsh, Kyle","Real Bullets (1990)","Jim's Henchman",33
4089444,"Marsh, Mae","Bondage of Barbara, The (1919)","Barbara Grey",1
4089919,"Marshall, Elizabeth (II)","Greatest, The (1977)","Sponsor's Wife",25
4089936,"Marshall, Heather","Chickboxin Underground (1999)","Contorting Performance Chick",18
4090083,"Marshall, Mary (III)","Ned Kelly (1970)","Mrs. Barry",-1
4090152,"Marshall, Mona (I)","Littles, The","",-1
4090239,"Marshall, Paula","Gun, a Car, a Blonde, A (1997)","Deborah/Girl In Photograph",9
4090399,"Marshall, Tonie","Beau temps mais orageux en fin de journée (1986)","Brigitte",-1
4090612,"Marshell, Helen","Nationaal songfestival (1989) (TV)","Herself",-1
4090721,"Marsteiner, Terri","General Hospital","Mrs. Lansbury (2003-present)",-1
4091716,"Martin, Elizabeth (I)","Egoists, The (2003)","Priscilla Pavlove",4
4091832,"Martin, Hertha","Weiße Stadt, Die (1980) (TV)","Anni",3
4091866,"Martin, Janet","Main Street Kid, The (1948)","Jill Jones",2
4092080,"Martin, Lucy","Edge of Night, The","Tiffany Whitney Douglas (1970-1971, 1973-1976)",11
4092263,"Martin, Marion (I)","Tall, Dark and Handsome (1941)","Dawn",13
4092569,"Martin, Nancy (I)","Some Kind of Hero (1982)","Hilda Munson, Nursing Home Director",26
4092800,"Martin, Sharlene","Comrades of Summer, The (1992) (TV)","Connie",27
4093052,"Martinek, Lisa","Handvoll Gras, Eine (2000)","Gaby",4
4093210,"Martinez, Angela (II)","Warning: Parental Advisory (2002) (TV)","Morning TV Show Host",21
4078750,"Mannix, Julie","General Hospital","Heather Turner (1972)",5
4079108,"Manorama (II)","Idu Namma Alu (1988)","",-1
4079307,"Manríquez, Silvia","Río de la muerte (1977)","",3
4079375,"Mansfield, Alma","I Was a Communist for the FBI (1951)","Teacher",-1
4080308,"Manzano, Celia","Grandes ilusiones","",8
4080724,"Mara, Adele","Main Street Kid, The (1948)","Gloria",4
4080819,"Mara, Renée","Tudo é Música (1957)","",-1
4080827,"Mara, Suzanne","Hungry Bachelors Club, The (1999)","Hortense",5
4081234,"Marbury, Simone","Chickboxin Underground (1999)","Loretta",20
4081300,"Marcas, Dominique","Consultation, La (1985)","",2
4098056,"Mastrangi, Matilde","Palácio de Vênus (1980)","",-1
4098535,"Matenopoulos, Debbie","General Hospital","Woman at party (1998)",5
4098537,"Mateo, Anabel","Agujetas en el alma (1998)","Actriz perezosa",22
4099018,"Mathias, Peta","Intrepid Journeys","Herself (Host)",3
4100442,"Matteson, Ruth","Edge of Night, The","Rose Pollock #1 (1962-1963)",11
4100515,"Matthews, DeLane","General Hospital","Janine Walsh (2001-2002)",5
4101101,"Mattson, Robin","General Hospital","Heather Grant Webber #3 (1980-1983)",5
4101278,"Matz, Johanna","Perle von Tokay, Die (1953)","Lilly, Studentin",1
4101835,"Mauranen, Rea","Angela ja ajan tuulet","Karin Berggren, os. Anders",3
4102092,"Maurice, Wanda","Eleven P.M. (1928)","Little Hope Sundaisy",-1
4102169,"Maurin, Annalena","Prins hatt under jorden (1980)","",21
4102421,"Maven, Media","Comrades of Summer, The (1992) (TV)","Celia-Louise Martin",26
4102694,"Maxie, Judith","They Nest (2000) (TV)","Dr. Ryersbach",24
4103722,"May, Michaela","Meister Eder und sein Pumuckl","Charlottes Mutter",-1
4105063,"Mayr, Rosl","Meister Eder und sein Pumuckl","Frau Reiter/2. Dame",-1
4105583,"Mazursky, Betsy","Tempest (1982)","Betsy Bloomfield",22
4105913,"Maës, Tove","Ta' det som en mand, frue! (1975)","Ellen Rasmussen",1
4106281,"McArdle, Kip","Edge of Night, The","Ann Kelly #2 (1964-1965)",11
4106502,"McBain, Diane","General Hospital","Claire Howard (1988)",5
4106605,"McBride, Martina","General Hospital","Herself (1994)",5
4107394,"McCarthy, Regan","Digging for Dutch: The Search for the Lost Treasure of Dutch Schultz (2001)","",3
4107433,"McCarthy, Sheila (I)","Rats, The (2002) (TV)","Miss Paige, Susan's boss",6
4107663,"McCay, Peggy","General Hospital","Iris Fairchild (1967-1970)",5
4107937,"McClendon, Afi","Spoonful of Sugar (2003)","Devina",4
4108460,"McConnell, Judith","General Hospital","Augusta McLeod (1973-1975)",5
4108474,"McConnell, Marina","Young Sherlock: The Mystery of the Manor House","Queen Victoria",-1
4108585,"McCord, Jocelyn","They Nest (2000) (TV)","E.R. Resident",32
4108710,"McCormack, Patricia","All Mine to Give (1958)","Annabelle",4
4109291,"McCullough, Kimberly","General Hospital","Robin Scorpio (1985-1996, 1997-1998)",5
4109321,"McCullough, Shanna","Addicted to Love (1988)","",-1
4109488,"McCullough, Shanna","Sluts of the Nyle 2: Celebrity Sluts (2001) (V)","Herself",-1
4110249,"McDonald, Teru","Pandora's Clock (1996) (TV)","Amamda Lynch",-1
4110617,"McDowell, Claire","Failure at Fifty, A (1940)","Bit Role",-1
4110742,"McDowell, Claire","Respect the Law (1941)","Nun",-1
4110763,"McDowell, Claire","Something to Think About (1920)","Housekeeper",5
4094607,"Martínez, Alma","General Hospital","Sharon Garcia (1982)",5
4094723,"Martínez, Evangelina","Buzos diamantistas, Los (1988)","",-1
4094746,"Martínez, Evangelina","Toda una vida","",-1
4094882,"Martínez, Maribel","Agujetas en el alma (1998)","Actriz ataque de risa",31
4095974,"Marín, Gloria","Mi amor por ti","",8
4096114,"Masamitsu, Cathy","General Hospital","Dr. Kramer (1995)",5
4096837,"Mason, Margaret","General Hospital","Gloria #1 (1990)",5
4097018,"Mason, Renee","Trauma (1962)","Carla",10
4097386,"Masselli, Fiorella","Dottoressa sotto il lenzuolo, La (1976)","",11
4097873,"Masters, Natalie","Santiago (1956)","Governess",-1
4097921,"Masterson, Chase","General Hospital","Ivy Lief (1994)",5
4115598,"McNair, Barbara","General Hospital","Aunt Bettina (1984)",5
4115607,"McNair, Heather","Making of a Male Model (1983) (TV)","Denise",-1
4116358,"McSwain, Kim","Gigli (2003)","Beach Dancer",39
4116370,"McSweeney, Kathleen","Moonchild (1994) (V)","",-1
4117217,"Meche, Carreño","Tres historias de amor (1978)","",-1
4117243,"Mecklenburg-Solodkoff, Donata","Kongelig familie, En","Herself",-1
4117392,"Medel, Aya","Basta Tricycle Driver... Sweet Lover (2000)","",-1
4117826,"Medina, Ofelia","Toda una vida","",1
4117952,"Mednyánszky, Ági","Heten, mint a gonoszok (1943)","Éva, a hoteltulajdonos lánya",-1
4119263,"Mejia, Tania","Deadlock: A Passion for Murder (1997)","Annette",15
4119329,"Mejías, Rosalba","Casting de maduras (2001) (V)","",1
4119814,"Melgar, Lilly","General Hospital","Lily Rivera (1995-1996)/Lily's Ghost aka Marcella (2003-)",5
4120175,"Mellinger, Leonie","Infidelities (1983) (TV)","Silvia",-1
4120288,"Mello, Tamara","Rave (2000)","Nette",10
4120436,"Melnikova, Yelena","Ya shagayu po Moskve (1963)","",-1
4121580,"Menezes, Glória","Semideus, O","Angela",-1
4122397,"Mercedes (VIII)","Fuck Pigs 6 (2002) (V)","",-1
4122807,"Mercier, Mary","Unstrung Heroes (1995)","Waitress",25
4123446,"Merian, Christel","Reise ohne Wiederkehr (1989)","Irmgard",-1
4123509,"Meriko, Maria","Josse (1974) (TV)","Valérie",2
4123520,"Meriko, Maria","Sainte farce, La (1972) (TV)","Moreno",3
4123591,"Merinero, Carmen","Agujetas en el alma (1998)","Hija Aitor (Aitor's daughter)",15
4123727,"Merkel, Una","Bat Whispers, The (1930)","Dale Van Gorder",2
4124094,"Merlini, Marisa","Moglie in vacanza... l'amante in città, La (1980)","",6
4124522,"Merrick, Dawn","General Hospital","Samantha Wells (1985-1989)",5
4124643,"Merrill, Dina","Greatest, The (1977)","Velvet Green",-1
4125007,"Mersereau, Violet","Wives of the Prophet, The (1926)","Alma",3
4125359,"Meskill, Katherine","Edge of Night, The","Mattie Lane Grimsley #3 (1967-1971)",11
4125558,"Messinger, Gertrude","Air-Tight (1931)","",5
4125901,"Metasi, Allison","Sk8 Life (2004)","",-1
4126174,"Metz, Cathy","Moonchild (1994) (V)","",-1
4126241,"Meunier, Andrée","Monsieur mon chauffeur (1926)","",-1
4126515,"Meyer, Dorothy","Greatest, The (1977)","Odessa Clay",6
4110857,"McDowell, Lorna","Our Gang Follies of 1936 (1935)","",-1
4111213,"McFaller, Maria","Real Bullets (1990)","Alice",46
4111254,"McFarland, Vachelle","Anarchy TV (1997)","African-American Family",37
4111550,"McGilligan, Judith","Edge of Night, The","Josephine Travis Harper (1976-1977)",11
4112333,"McGuire, Maeve","Edge of Night, The","Nicole Travis Stewart Drake Cavanaugh #1 (1968-1974, 1975-1977)",11
4112670,"McIntosh, Yanna","Rats, The (2002) (TV)","Doctor",11
4113657,"McKenna, Margo","Edge of Night, The","Emily Gault Michaels (1980-1981)",11
4113786,"McKenzie, Eva","Andy Clyde Gets Spring Chicken (1939)","",5
4114085,"McKeon, Nancy","Cry for Help: The Tracey Thurman Story, A (1989) (TV)","Tracey Thurman",1
4114436,"McKinsey, Beverlee","General Hospital","Myrna Slaughter (1994)",5
4114546,"McLain, Joan","Old English (1930)","Molly, the Maid",10
4114643,"McLaughlin, Emily","General Hospital","Jesse Brewer, R.N. (1963-1990) (original cast)",2
