6503923,"Toppo, Philippe","Conte à regler (1978)","",-1
6504267,"Tordy, Géza","Amerikai cigaretta (1977)","Ebes",4
6485769,"Thompson, Don (I)","Comrades of Summer, The (1992) (TV)","Media Moe",34
6486673,"Thompson, James (XI)","Rave (2000)","Officer Parker",29
6486676,"Thompson, James Brewster","Lionheart (1990)","N.Y. 'Monster' Fighter",41
6486879,"Thompson, Larry (II)","Bobby Jones, Stroke of Genius (2004)","John Malone",9
6486890,"Thompson, Larry (VII)","Bobby Jones, Stroke of Genius (2004)","John Malone",-1
6485990,"Thompson, Mark (II)","Adventures of Mark & Brian, The","Host",2
6486069,"Thompson, Marshall (I)","Yank in Viet-Nam, A (1964)","Major Benson",1
6486186,"Thompson, Nick (I)","Married? (1926)","Joe Pinto",5
6486360,"Thompson, Rex (I)","All Mine to Give (1958)","Robbie",3
6487640,"Thomson, R.H.","Man Alive","Host (1996-)",-1
6488047,"Thorley, Victor","Edge of Night, The","Daniel Morrissey (1961)",11
6488345,"Thorne, William L.","She-Wolf, The (1931)","Detective Burks",9
6488414,"Thornton, Billy Bob","Gun, a Car, a Blonde, A (1997)","Syd/Monk",7
4896251,"Correa, Arturo","Tu, mi amor... (1998)","",5
6510632,"Trambusti, Daniele","Miei più cari amici, I (1998)","",-1
6511145,"Trapp, Roger","Guépiot, Le (1981)","Un gendarme",-1
6511170,"Trapp, Roger","Sainte farce, La (1972) (TV)","",-1
6511282,"Trattnig, Herbert","Entscheidung im Eis - Eine Frau jagt den Mörder (2001) (TV)","Peter Poeschl",7
6511345,"Trautmann, Ludwig","Katzensteg, Der (1915)","Felix Merkel, Merkels Sohn",4
6511501,"Travanti, Daniel J.","General Hospital","Spence Andrews (1979)",5
6512054,"Travis, Mark (II)","General Hospital","Felix Buchanan (1975)",5
6512947,"Tregor, Michael","Meister Eder und sein Pumuckl","Herr Recknagel",-1
6514316,"Tremayne, Les","General Hospital","Edward L. Quartermaine (temporary substitute for David Lewis)",5
6514423,"Tremblett, Ken","Comrades of Summer, The (1992) (TV)","Jones",35
6514471,"Tremont, Mike","Tempest (1982)","Diplomat",-1
6514534,"Trenet, Charles","Chansons ont leur destin (1953)","",-1
6513877,"Trevino, Vic","General Hospital","Carlos (1998, 2001)",5
6515266,"Trieste, Leopoldo","Trastevere (1971)","Il professore",5
6515967,"Trin, Marvin 'Bubbles'","Our Gang Follies of 1936 (1935)","",-1
6516495,"Trischan, Michael","Tatort - Der Fremdwohner (2002) (TV)","Bernie",11
6516758,"Trivedi, Arvind","Ramayan","Ravan",3
6518290,"Trovato, Salvatore","Blume der Hausfrau, Die (1999)","",-1
6518429,"True, Garrison","General Hospital","Hal Tomlinson (1981)",5
6518603,"Truex, Ernest","All Mine to Give (1958)","Doctor Delbert",5
6518988,"Trujillo, Valentín","Rage (1966)","José",12
6519873,"Tréjan, Guy","Dame de lieudit, La (1993) (TV)","Le président",6
6519941,"Tréville, Georges","Bach détective (1936)","Le baron",18
6521565,"Tsoukas, Nikos","Jack o kavalaris (1979)","Apostolis",3
6523555,"Tucker, Jerry","Our Gang Follies of 1936 (1935)","",-1
6523639,"Tucker, Marcellus","Lionheart (1990)","Schoolboy #1",-1
6523713,"Tucker, Richard (I)","Bat Whispers, The (1930)","Mr. Bell",2
6524901,"Tully, Phil","I Was a Communist for the FBI (1951)","Irish Mick",-1
6525616,"Tuorila, Risto","Angela ja ajan tuulet","Gabriel Berggren",2
6526620,"Turenne, Louis","Edge of Night, The","Antony 'Tony' Saxon (1976-1978)",11
6526701,"Turgeon, Peter","Edge of Night, The","",11
6526702,"Turgeon, Peter","General Hospital","Mr. Arnold",5
6526981,"Turner, Don (I)","Valley of the Giants (1938)","Lumerjack helping to dynamite dam",-1
6504606,"Torka, Horst","Blaulicht - Kindermörder (1960) (TV)","",2
6505288,"Torn, Rip","Beer (1985)","Buzz Beckerman",2
6505225,"Torrence, Ernest","Strictly Unconventional (1930)","Lord Porteous",5
6505239,"Torrence, Scott","Rave (2000)","Amanda",15
6506068,"Torres, Eric (I)","Cry for Help: The Tracey Thurman Story, A (1989) (TV)","C.J. Age 2",41
6506315,"Torres, Michael (II)","Cry for Help: The Tracey Thurman Story, A (1989) (TV)","C.J. Age 2",42
6506338,"Torres, Olivier","Hurlevent (1985)","Olivier",7
6506524,"Torreton, Philippe","Oublie-moi (1995)","Fabrice",5
6507584,"Tosun, Necdet","Kislalar doldu bugün (1968)","",-1
6507824,"Totten, Robert","Trauma (1962)","Gas Station Attendant",11
6508547,"Toussaint, René","Dumm gelaufen (1997)","Jäger",17
6509311,"Townsend, Ernie","Edge of Night, The","Clifford 'Cliff' Nelson (1978-1984)",11
6510010,"Tracey, Ian","Comrades of Summer, The (1992) (TV)","Andy",7
6510410,"Traczyk, Andreas","Boys of St. Vincent, The (1992) (TV)","Boy of St. Vincent",25
6531294,"Téllez, Héctor","Reed, México insurgente (1973)","",-1
6531706,"Törzs, Jenö","Iza néni (1933)","",-1
6532207,"Uchida, Yoshiro","Daikaijû Gamera (1965)","Toschio",-1
6533660,"Ulloa, Tristán","Marta y alrededores (1999)","Julio",-1
6534128,"Ulyanov, Mikhail","Samozvantsy","",1
6534688,"Underwood, Hank","General Hospital","Whit Whitaker (1980-1981)",5
6534862,"Ungeheuer, Günther","Tatort - Das stille Geschäft (1977) (TV)","Jahn",-1
6535238,"Uno, Jukichi","Akitsu onsen (1962)","Kenkichi Matsumiya",-1
6535397,"Unterkircher, Hans","Premiere (1936)","",13
6535415,"Untermann, Federico","Caja 507, La (2002)","As Joven",20
6535519,"Upchurch, Nick","Rave (2000)","Bobby",24
6535792,"Uranga, Lucas","Don Juan (1998)","Ragotin",12
6535933,"Urban, Drew","Yank in Viet-Nam, A (1964)","Col. Haggerty",5
6537094,"Urich, Tom","Edge of Night, The","Dennis Nagy (1983)",11
6536445,"Uruki, Hiroshi","Joyu to shijin (1935)","",-1
6537442,"Ursillo, Alan","General Hospital","Bellows (1986)",5
6537925,"Utjesanovic, Djuro","Hocu zivjeti (1982)","",-1
6538433,"Uzzo, Luigi","Trastevere (1971)","",-1
6538493,"Vaag, Helmut","Noor pensionär (1972) (TV)","",-1
6538632,"Vaccaro, Ramón","Páginas en negro, Unas (1950)","",-1
6538979,"Vadim, Christian","Pourquoi t'as fait ça? (2001)","",-1
6539027,"Vadim, Stephane","Età da sballo, Un' (1983)","",4
6539149,"Vagareza","Entre Mulheres e Espiões (1961)","",2
6539218,"Vahanian, Marc","Black Thunder (1997)","Radio Operator",-1
6539273,"Vahl, Henry","Maulkorb, Der (1958)","",-1
6539557,"Vajnar, Josef","Andel milosrdenství (1994)","Horecky",3
6539974,"Valberg, Robert","Premiere (1936)","Chef der Kriminalpolizei",14
6540020,"Valcke, Serge-Henri","Do Not Disturb (1999)","Funny Business Man",-1
6540669,"Valdés, Manuel 'Loco'","Club de señoritas (1956)","",-1
6541728,"Valentino (III)","Primal Instinct (1996) (V)","",7
6541929,"Valentino, Tony (I)","Lionheart (1990)","Hospital Technician",28
6542044,"Valenziano, Luigi","Trastevere (1971)","",-1
6542321,"Valero, Miguel Ángel","Verano azul","Piraña",8
6528102,"Turpin, Ben","Small Town Idol, A (1921)","Sam Smith",1
6528385,"Turturro, John","Unstrung Heroes (1995)","Sid Lidz",2
6528910,"Tweddell, Frank","Harvest (1953) (TV)","Mr. Franklin",12
6529326,"Tyler, Bobby","Jawbreakers (2001) (V)","",-1
6529461,"Tyler, Harry","Grand Central Murder (1942)","Dance Director",-1
6529547,"Tyler, Harry","Penny's Picnic (1938)","",-1
6529954,"Tyler, Tom (I)","Man from New Mexico, The (1932)","Jess Ryder",1
6530111,"Tylo, Michael","General Hospital","Charlie Prince (1989)",5
6530157,"Tymon, Steve","Deadlock: A Passion for Murder (1997)","",-1
6530239,"Tyne, George","They Won't Believe Me (1947)","Lieutenant Carr",6
6530414,"Tyrrell, John (II)","Andy Clyde Gets Spring Chicken (1939)","",8
6530433,"Tyrrell, John (II)","Boobs in Arms (1940)","Enemy Officer",-1
6530608,"Tyrrell, John (II)","Skinny the Moocher (1939)","",7
6530746,"Tyson, Neil","BreakThrough: The Changing Face of Science in America","Himself",-1
6531228,"Tähtelä, Ilmari","Käyntikorttini... (1964)","",-1
6543866,"Vally, Paul","À la vitesse d'un cheval au galop (1992)","Paul Merveilleux",18
6545032,"Van Bergen, Lewis","Overboard (1978) (TV)","Jean-Paul",-1
6545537,"Van Damme, Jean-Claude","Breakin' (1984)","Passerby in first dance sequence",-1
6545550,"Van Damme, Jean-Claude","Lionheart (1990)","Lyon Gaultier",1
6546123,"van den Heuvel, Alfred","Do Not Disturb (1999)","Physician",-1
6546396,"van der Heyden, Wim","Do Not Disturb (1999)","Man In Airplane",-1
6546531,"van der Meer, Wil","Do Not Disturb (1999)","Suspicious Cop",-1
6547998,"van Hart, Matt","Vow to Kill, A (1995) (TV)","Michael",-1
6548292,"Van Horn, David","Bobby Jones, Stroke of Genius (2004)","Perry Adair (m)",-1
6548293,"Van Horn, Dennis","Boys of St. Vincent, The (1992) (TV)","Boy of St. Vincent",27
6548365,"van Houweninge, Chiem","Tatort - Der Tausch (1986) (TV)","Hänschen",3
6548845,"Van Loan, Howard","Digging for Dutch: The Search for the Lost Treasure of Dutch Schultz (2001)","",14
6548933,"van Lyck, Henry","Meister Eder und sein Pumuckl","Herr Borchert/Herr Schenck",-1
6549069,"Van Ness, Jon","Some Kind of Hero (1982)","Aide",-1
6549125,"Van Norden, Peter","Gigli (2003)","Morgue Attendant",18
6549608,"Van Rellim, Tim","Ned Kelly (1970)","Sportsman",-1
6550720,"Van Zandt, Philip","Boobs in Arms (1940)","Soldier",-1
6551059,"Van, Le","Yank in Viet-Nam, A (1964)","Viet Cong Leader",14
6552041,"Vandross, Luther","Bacharach: One Amazing Night (1998) (TV)","Himself",-1
6552113,"Vane, Charles","Way of the World, The (1920)","Marshall",3
6552513,"Vanhorn, Patrick","Day & Date","Reporter",1
6553006,"Vanvakaris, Dr. Gregory","Day & Date","Health & Fitness Correspondent",6
6553285,"Varconi, Victor","Tänzer meiner Frau, Der (1925)","Edmund Chauvelin",1
6553530,"Varela, Froilán","Casamiento de Chichilo, El (1938)","",-1
6553712,"Varennes, Jacques","Bossu, Le (1934)","",-1
6554168,"Vargas, John","General Hospital","Rico Chacone (1990)",5
6555088,"Vasadze, Akaki","Magdanas lurja (1955)","Villige Foreman",-1
6556020,"Vassallo, Salvatore","Gigli (2003)","Beach Dancer",54
6556130,"Vastardis, Nikos","Episimi agapimeni (1969)","",-1
6556574,"Vaughan, Greg","General Hospital","Lucky Spencer #3 (2003-present)",5
6558012,"Vega, Franco","Rave (2000)","JP",5
6558070,"Vega, Gonzalo","Toda una vida","",-1
6559648,"Velez, Eddie","General Hospital","Alex Garcia #2 (1999, 2000)",5
6559664,"Velez, Jesse","Real Bullets (1990)","Sallini's Goon",27
6560112,"Velniciuc, Stefan","Martori disparuti (1988)","",-1
6560391,"Velázquez, Hugo (II)","Reed, México insurgente (1973)","",-1
6560811,"Vendruscolo, Michael","Highway 61 (1991)","Pickerel Falls Photographer",20
6560929,"Vengerov, Gennadi","Dumm gelaufen (1997)","Manfred",4
6561101,"Venito, Lenny","Gigli (2003)","Louis",4
6561201,"Venkatramaiah, Relangi","Raju-Peda (1954)","",4
6561478,"Ventresca, Vincent","Medicine Ball","Tom",-1
6561751,"Venture, Richard","Greatest, The (1977)","Colonel",9
6561784,"Venture, Richard","General Hospital","Jonathan Pierce (1991)",5
6561854,"Venturis, Themi","Platoon Leader (1988)","New Lieutenant",17
6562058,"Vera, Hernán (I)","Club de señoritas (1956)","",-1
6562688,"Verdier, Jean","Adieu (2003)","Agriculteur",15
6564221,"Vernon, Bobby","Voice of Hollywood No. 3, The (1929)","Himself",-1
6565291,"Vernon, Thom","General Hospital","Lonnie (1997)",5
6566213,"VeSota, Bruno","Patty (1962)","Colbert",9
6567669,"Vibert, Ronan","Grass Arena, The (1991)","Charles",-1
6567811,"Vicens, Luis (I)","Reed, México insurgente (1973)","",-1
6567893,"Vichi, Gerald","Beer (1985)","Bartender Freddie",14
6568024,"Vickery, John (I)","Edge of Night, The","Constantine (aka Richard Scanlon) (1983)",11
6569343,"Vidal, Nacho","No Limits 4 (2003) (V)","",-1
6569478,"Vidalin, Robert","Bossu, Le (1934)","",-1
6569775,"Vidov, Oleg","Ya shagayu po Moskve (1963)","",10
6570102,"Vieira, Manoel","Tudo é Música (1957)","",-1
6571278,"Vijay, Thalaivasal","Magalir Mattum (1994)","Papamma's Husband",-1
6572119,"Vilela, Diogo","Semideus, O","",-1
6573480,"Villaret, João","Pai Tirano, O (1941)","",31
6573663,"Villarreal, Norberto","Pequeños gigantes, Los (1960)","",-1
6573898,"Villatoro, Carlos (I)","No te engañes corazón (1937)","",-1
6574493,"Villiers, Christopher","Young Sherlock: The Mystery of the Manor House","Jasper Moran",-1
6574882,"Vinair, Jacques","Maîtresse pour couple (1979)","Georges",4
6575049,"Vincent, Billy","I Was a Communist for the FBI (1951)","Striker in Picket Line",-1
6575417,"Vincent, Paul (I)","Edge of Night, The","Ashley Reynolds (1973)",11
6575475,"Vincent, Roger","Valet maître, Le (1941)","Un membre du club des 'Patineurs'",-1
6575612,"Vincent, Serge","Conte à regler (1978)","",-1
6575933,"Vine, John","Not a Penny More, Not a Penny Less (1990) (TV)","Adam Foster",-1
6576162,"Vinicio","Jawbreakers (2001) (V)","",-1
6576416,"Vinroot, Fred","Edge of Night, The","Fred (1968)",11
6576454,"Vinson, Robert","Gigli (2003)","Beach Dancer",55
6576978,"Visan, Iulian","Cine ma striga? (1979)","Tudor",3
6577170,"Viscogliosi, Henri","Point douloureux, Le (1979)","",-1
6577211,"Viscusi, Greg","Big Pile, The (1985)","Chip N' Dale's Dancer",13
6578345,"Vitale, Bobby","Primal Instinct (1996) (V)","",6
6578509,"Vitali, Alvaro","Dottoressa sotto il lenzuolo, La (1976)","",4
6578808,"Vito (I)","Miei più cari amici, I (1998)","",12
6579334,"Vittrup, Kai","Europa på spil (2002) (TV)","Himself - Chief Police Inspector",-1
6579483,"Vivas, Eduardo","No te engañes corazón (1937)","",-1
6580275,"Vlahos, Sam","General Hospital","Felipe Morez (1994)",5
6580539,"Vockroth, Frank","Tatort - Kindstod (2001) (TV)","Jürgen",12
6580589,"Vodenicharov, Kamen","Ispanska muha (1998)","Serzhant Kiro",2
6580637,"Voellenklee, Markus","Anna - annA (1993)","Philipp",8
6580798,"Vogan, Emmett","Failure at Fifty, A (1940)","50 Year Old Jobless Man",-1
6580889,"Vogan, Emmett","Lady, Let's Dance (1944)","Stack",12
6581349,"Vogel, Jürgen","Tatort - Der vierte Mann (2004) (TV)","",-1
6581663,"Vogelbacher, Markus","Zycie za zycie (1991)","Fritsch",14
6582035,"Voglis, Yannis","Egoistes, Oi (1971)","",1
6583116,"Volkov, Mikhail","Prival strannikov (1991)","",-1
6583220,"Volkov, Vladimir","Ya shagayu po Moskve (1963)","",-1
6583785,"von Alten, Ferdinand","Jagd nach der Wahrheit, Die (1920)","",6
6584037,"von Berlepsch, Tilo","Barrings, Die (1955)","Emanuel von Eyff",10
6584083,"von Besser, Eric","Anarchy TV (1997)","Prisoner",29
6584285,"von Brincken, Wilhelm","Melody Lingers On, The (1935)","Austrian Officer",-1
6584951,"von Franckenstein, Clement","Lionheart (1990)","English Investor",29
6585045,"von Gadow, Mogens","Meister Eder und sein Pumuckl","Herr Hufnagel",-1
6585276,"von Hassel, Karl-Heinz","Tatort - Kein Kinderspiel (1980) (TV)","Rainer Wolf",6
6585423,"von Jascheroff, Mario","Corinna Pabst - Fünf Kinder brauchen eine Mutter (1997) (TV)","Thomas Pabst",4
6585536,"von Klipstein, Ernst","Barrings, Die (1955)","Dr. Bremer",11
6585700,"von Leer, Hunter","Making of a Male Model (1983) (TV)","Director",-1
6585719,"von Leer, Hunter","General Hospital","Larry Baker #1 (1977)",5
6585772,"von Loewis, Erik","Barrings, Die (1955)","Hofrat Herbst",12
6585817,"von Malachowsky, Alexander","Meister Eder und sein Pumuckl","Polizist",-1
6586303,"von Muhr, Wilhelm","Katzensteg, Der (1915)","Baron von Schranden",1
6586620,"von Richthofen, Christian","Seine beste Rolle (1989) (TV)","Stefan",3
6586857,"von Seyffertitz, Gustav","Bat Whispers, The (1930)","Dr. Venner",12
6587052,"von Sonn, Christopher","Wild Pair, The (1987)","Deliveryman",21
6587293,"von Sydow, Max","Ingen mans kvinna (1953)","Olof",6
6587893,"von Zell, Harry","Triple Play: Roger Corman, Hollywood's Wild Angel (1980)","",-1
6587966,"Vondracek, Frantisek","Waterloo po cesku (2002)","",23
6588557,"Voscherau, Carl","Maulkorb, Der (1958)","Arbeiter",20
6589194,"Voutsas, Kostas","Jack o kavalaris (1979)","Jack",1
6589671,"Voyeur, Vince","Primal Instinct (1996) (V)","",9
6589902,"Voß, Siegfried","Tatort - Tod aus der Vergangenheit (1992) (TV)","Petzhold",9
6590055,"Vrana, Vlasta","Hey Babe! (1980)","Roy",-1
6590373,"Vrhovec, Janez","Poslednja trka (1979)","",-1
6590478,"Vries, Edwin de","Do Not Disturb (1999)","Guest In Housecoat",-1
6590617,"Vroom, Marinus","Do Not Disturb (1999)","Surprised Customer",-1
6591059,"Vujisic, Pavle","Poslednja trka (1979)","Mikos",-1
6591974,"Vándory, Gusztáv","Iza néni (1933)","",-1
6591984,"Vándory, Gusztáv","Mai lányok (1937)","Anyakönyvvezetõ",-1
6592290,"Vázquez, Fernando (II)","Agujetas en el alma (1998)","Operador vídeo",42
6592865,"Vízner, Oldrich","Waterloo po cesku (2002)","Dr. Zawinul",3
6592999,"Völz, Wolfgang","Meister Eder und sein Pumuckl","2. Zoowärter",-1
6593194,"Wachtveitl, Udo","Tatort - Der Fremdwohner (2002) (TV)","Kriminalhauptkommissar Franz Leitmayr",2
6593195,"Wachtveitl, Udo","Tatort - Der Prügelknabe (2003) (TV)","Kriminalhauptkommissar Franz Leitmayr",2
6593215,"Wachtveitl, Udo","Tatort - Schwarzer Advent (1998) (TV)","Kriminalhauptkommissar Leitmayr",2
6593660,"Wade, Michael (I)","John and the Missus (1987)","Sid Peddigrew",8
6593671,"Wade, Mike","Last Enchantment (1995)","Aurther",-1
6593972,"Wadsworth, William","Martyrdom of Philip Strong, The (1916)","Dunn",7
6594172,"Wagenheim, Charles","Respect the Law (1941)","Johnson's Secretary",-1
6594471,"Wagner, Chuck","General Hospital","Randall Thompson (1987)",5
6594630,"Wagner, Germain","Tatort - Schwarzer Advent (1998) (TV)","",-1
6594683,"Wagner, Jack (I)","General Hospital","Dr. Andrew 'Frisco' Jones (1983-1988, 1989-1991, 1994-1995)",5
6595291,"Wagner, Robert (I)","Trials of Rosie O'Neill, The","Peter Donavan (1992)",-1
6595918,"Wahlquist, Andrew J.","Face in the Frame, The (1998)","Renegade Agent 1",-1
